cik,companyName,stockSymbol,sector,industry,sic,sicCode
0001528171,"Online-Redefined, Inc.",onli,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001362502,"ALL AMERICAN PET COMPANY, INC.",aapt,Manufacturing,Food And Kindred Products,GRAIN MILL PRODUCTS,2040
0001442215,Blaze Energy Corp.,blze,Mining,Oil And Gas Extraction,DRILLING OIL & GAS WELLS,1381
0001527428,Arrow Investments Trust,arcm,,,,
0001100380,LUMINARY ACQUISITION CORP,lmaq,Public Administration,Nonclassifiable Establishments,NON-OPERATING ESTABLISHMENTS,9995
0000751406,"GLOBAL CLEAN ENERGY, INC.",gcei,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001658304,FundThatCompany,fntt,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001604191,"AzurRx BioPharma, Inc.",azrx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001587987,Newtek Business Services Corp.,newt,,,,
0001640043,Pyxis Tankers Inc.,pxs,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,4412
0001481512,"Ra Pharmaceuticals, Inc.",rarx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001674416,CRISPR Therapeutics AG,crsp,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001677203,"QUALITY CARE PROPERTIES, INC.",qcp,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001351573,"Pure Harvest Cannabis Group, Inc.",pckk,Manufacturing,Food And Kindred Products,BEVERAGES,2080
0001438423,EVERSPIN TECHNOLOGIES INC,mram,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001661181,Organogenesis Holdings Inc.,ahpau,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731
0001680966,"Agora Holdings, Inc.",aghi,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,"COMMUNICATIONS SERVICES, NEC",4899
0001422841,AquaVenture Holdings Ltd,waas,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",WATER SUPPLY,4941
0001416172,NEXEON MEDSYSTEMS INC,nxnn,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845
0001309056,TGI Solar Power Group Inc.,tspg,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001673358,"Yum China Holdings, Inc.",yumc,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001678463,"Forterra, Inc.",frta,Manufacturing,"Stone, Clay, Glass, And Concrete Products","CONCRETE PRODUCTS, EXCEPT BLOCK & BRICK",3272
0001653558,"Priority Technology Holdings, Inc.",macq,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001649749,FB FINANCIAL CORPORATION,fbk,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001651407,"Checkpoint Therapeutics, Inc.",ckpt,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001671854,Saban Capital Acquisition Corp.,scacu,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001682593,"Community Savings Bancorp, Inc.",ccsb,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001659183,nDivision Inc.,gtgn,"Agriculture, Forestry and Fishing",Agricultural Services,AGRICULTURAL SERVICES,700
0001680048,"MUSTANG BIO, INC.",mbio,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001467154,"Novan, Inc.",novn,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001677761,"Parkway, Inc.",pky,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001674930,"Fulgent Genetics, Inc.",flgt,Services,Health Services,SERVICES-MEDICAL LABORATORIES,8071
0001660690,"Versum Materials, Inc.",vsm,Manufacturing,Chemicals And Allied Products,MISCELLANEOUS CHEMICAL PRODUCTS,2890
0001281845,INNOCAP INC,inno,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001609472,GH Capital Inc.,ghhc,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001627041,VISIBER57 CORP.,vcor,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001673475,GLOBAL HOUSE HOLDINGS LTD.,kldk,Services,Office of Trade & Services,"SERVICES-SERVICES, NEC",8900
0001682325,GTY Technology Holdings Inc.,gtyh,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001666134,"BLACKLINE, INC.",bl,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001675192,Ottawa Bancorp Inc,ottw,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001663038,Reliant Service Inc,rllt,Retail Trade,Miscellaneous Retail,"RETAIL-RETAIL STORES, NEC",5990
0001385867,Coupa Software Inc,coup,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001679082,Myovant Sciences Ltd.,myov,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001618732,"Nutanix, Inc.",ntnx,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001639874,"Tech Central, Inc.",tchc,Services,Motion Pictures,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,7812
0001672013,Acushnet Holdings Corp.,golf,Manufacturing,Miscellaneous Manufacturing Industries,"SPORTING & ATHLETIC GOODS, NEC",3949
0001679426,"AMERICATOWNE HOLDINGS, INC.",atmo,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",PREFABRICATED METAL BUILDINGS & COMPONENTS,3448
0001437352,"EVERBRIDGE, INC.",evbg,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001674227,SCWorx Corp.,amma,Services,Amusement And Recreation Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990
0001679049,"International Seaways, Inc.",insw,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation,WATER TRANSPORTATION,4400
0001388658,"iRhythm Technologies, Inc.",irtc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001600033,"e.l.f. Beauty, Inc.",elf,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001673985,AdvanSix Inc.,asix,Manufacturing,Chemicals And Allied Products,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2821
0001675149,Alcoa Corp,aa,Manufacturing,Primary Metal Industries,PRIMARY PRODUCTION OF ALUMINUM,3334
0001427570,OBALON THERAPEUTICS INC,obln,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001669779,"Camping World Holdings, Inc.",cwh,Retail Trade,Automotive Dealers And Gasoline Service Stations,RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500
0001616314,"MedEquities Realty Trust, Inc.",mrt,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001680237,Jasmin Corp.,jsmm,Manufacturing,"Lumber And Wood Products, Except Furniture",LUMBER & WOOD PRODUCTS (NO FURNITURE),2400
0001341766,"Celsius Holdings, Inc.",celh,Manufacturing,Food And Kindred Products,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086
0001687065,Kokos Group Inc.,kokg,Manufacturing,Food And Kindred Products,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086
0001680525,Battlers Corp.,btlr,Services,Motion Pictures,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,7812
0001676667,"Carolina Trust BancShares, Inc.",cart,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001651561,"Tabula Rasa HealthCare, Inc.",trhc,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001655020,"EXTRACTION OIL & GAS, INC.",xog,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001671077,MED SPA VACATIONS INC.,mdvp,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,TRANSPORTATION SERVICES,4700
0001683252,TOKEN COMMUNITIES LTD.,xtph,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001679836,"Kelvin Medical, Inc.",kvmd,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001679268,"MAMMOTH ENERGY SERVICES, INC.",tusk,Mining,Oil And Gas Extraction,"OIL & GAS FIELD SERVICES, NEC",1389
0001675820,TiVo Corporation,tivo,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,PATENT OWNERS & LESSORS,6794
0001662382,BRAIN SCIENTIFIC INC.,afgg,Manufacturing,Chemicals And Allied Products,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833
0001676479,"CapStar Financial Holdings, Inc.",cstr,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001591956,Sphere 3D Corp.,any,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001674910,VALVOLINE INC.,vvv,Manufacturing,Petroleum Refining And Related Industries,MISCELLANEOUS PRODUCTS OF PETROLEUM & COAL,2990
0001683131,"Genesys Industries, Inc.",gein,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment","METAL DOORS, SASH, FRAMES, MOLDINGS & TRIM",3442
0001670541,Adient plc,adnt,Manufacturing,Transportation Equipment,MOTOR VEHICLE PARTS & ACCESSORIES,3714
0001286459,ALL FOR ONE MEDIA CORP.,afom,Services,Amusement And Recreation Services,SERVICES-AMUSEMENT & RECREATION SERVICES,7900
0001665840,Natural Destiny Inc.,ndes,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-GROCERIES, GENERAL LINE",5141
0001668397,"Medpace Holdings, Inc.",medp,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731
0001664038,"Hemp Naturals, Inc.",hpmm,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300
0001404973,"Energy XXI Gulf Coast, Inc.",exxi,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001679688,"COLONY CAPITAL, INC.",clns,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001687221,"REV Group, Inc.",revg,Manufacturing,Transportation Equipment,MOTOR VEHICLES & PASSENGER CAR BODIES,3711
0001688126,Crypto Co,crcw,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340
0001648257,Hutchison China MediTech Ltd,hcm,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001590560,uniQure N.V.,qure,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001658880,BARE METAL STANDARD INC.,brrm,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,3564
0001653242,Bank of N.T. Butterfield & Son Ltd,ntb,"Finance, Insurance, And Real Estate",Depository Institutions,"COMMERCIAL BANKS, NEC",6029
0001677576,INNOVATIVE INDUSTRIAL PROPERTIES INC,iipr,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001527469,Athene Holding Ltd,ath,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0001619174,"Moms Online, Inc.",momc,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001641640,Nabriva Therapeutics plc,nbrv,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001688568,DXC TECHNOLOGY CORPORATION,dxc,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001666175,Fortis Inc.,fts,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001685311,"Bagger Dave's Burger Tavern, Inc.",bdvb,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001683825,trivago N.V.,trvg,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001681206,"NI Holdings, Inc.",nodk,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001687542,Hudson Capital Inc.,cifs,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001603993,"HEBRON TECHNOLOGY CO., LTD",hebt,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",MISCELLANEOUS FABRICATED METAL PRODUCTS,3490
0001683695,"INTERNATIONAL MONEY EXPRESS, INC.",fnte,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001670538,MON SPACE NET INC.,msni,Services,Business Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370
0001647338,Gridsum Holding Inc.,gsum,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001526125,GDS Holdings Limited,gds,Services,Business Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370
0001661125,Yintech Investment Holdings Ltd,yin,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200
0001677940,BeyondSpring Inc.,bysi,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001659494,China Online Education Group,coe,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0001677250,ZTO Express (Cayman) Inc.,zto,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing,TRUCKING & COURIER SERVICES (NO AIR),4210
0001696411,Crona Corp.,cccp,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001499781,BITAUTO HOLDINGS LTD,bita,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001645260,TODOS MEDICAL LTD.,tomdf,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001698519,Adveco Group Inc.,advv,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",5130
0001640455,"JOUNCE THERAPEUTICS, INC.",jnce,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001670349,"U.S. WELL SERVICES, INC.",mpacw,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001682745,VERRA MOBILITY CORPORATION,gsht,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001370702,QUANTENNA COMMUNICATIONS INC,qtna,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001374684,"MULESOFT, INC",mule,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001688941,"FOUNDATION BUILDING MATERIALS, INC.",fbm,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,5030
0001687187,"Ramaco Resources, Inc.",metc,Mining,Coal Mining,BITUMINOUS COAL & LIGNITE MINING,1220
0000912766,"LAUREATE EDUCATION, INC.",laur,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0001689923,"Alteryx, Inc.",ayx,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001631825,"Presidio, Inc.",psdo,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,5045
0001370053,"ANAPTYSBIO, INC",anab,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001692063,"Schneider National, Inc.",sndr,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing,TRUCKING (NO LOCAL),4213
0001674335,"JELD-WEN Holding, Inc.",jeld,Manufacturing,"Lumber And Wood Products, Except Furniture","MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",2430
0001687229,Invitation Homes Inc.,invh,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,6510
0001625584,Till Capital Ltd.,til,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001644963,"AVENUE THERAPEUTICS, INC.",atxi,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001652535,"ICHOR HOLDINGS, LTD.",ichr,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001622345,"Polar Power, Inc.",pola,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690
0001483646,"BLACKSTAR ENTERPRISE GROUP, INC.",begi,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,6153
0001680378,"SenesTech, Inc.",snes,Manufacturing,Chemicals And Allied Products,AGRICULTURAL CHEMICALS,2870
0001681903,"ICC Holdings, Inc.",icch,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001649096,Clipper Realty Inc.,clpr,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001687505,Sinorama Corp,snnn,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,TRANSPORTATION SERVICES,4700
0001624512,Boxlight Corp,boxl,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",PHOTOGRAPHIC EQUIPMENT & SUPPLIES,3861
0001680139,HealthLynked Corp,hlyk,Services,Health Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011
0001689084,Qrons Inc.,qron,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001651094,"Elevate Credit, Inc.",elvt,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,FINANCE SERVICES,6199
0001692819,Vistra Corp.,vst,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001697152,Forum Merger Corp,fmci,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001691303,"WARRIOR MET COAL, INC.",hcc,Mining,Coal Mining,BITUMINOUS COAL & LIGNITE MINING,1220
0001653606,"Ehave, Inc.",ehvvf,Services,Business Services,SERVICES-COMPUTER PROGRAMMING SERVICES,7371
0001682220,Sachem Capital Corp.,sach,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001419041,Tocagen Inc,toca,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001579214,"Emerald Holding, Inc.",eex,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
